"","taxonomy"
"OTU5475","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified; s__Sordariomycetes_sp_SH197698.07FU"
"OTU5474","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor_hiemalis_SH187073.07FU"
"OTU5479","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU5478","k__Fungi"
"OTU1503","k__Fungi"
"OTU1502","k__Fungi"
"OTU1501","k__Fungi"
"OTU1500","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__Agaricomycetes_sp_SH463958.07FU"
"OTU1507","k__Fungi"
"OTU1506","k__Fungi"
"OTU1505","k__Fungi"
"OTU1504","k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH471273.07FU"
"OTU1509","k__Fungi"
"OTU1508","k__Fungi"
"OTU7765","k__Fungi"
"OTU7764","k__Fungi; p__Ascomycota"
"OTU7767","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"OTU7766","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Dimorphospora; s__Dimorphospora_foliicola_SH203626.07FU"
"OTU7761","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__unidentified; s__Mycosphaerellaceae_sp_SH206800.07FU"
"OTU7760","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified"
"OTU7763","k__Fungi"
"OTU7762","k__Fungi"
"OTU7769","k__Fungi"
"OTU7768","k__Fungi"
"OTU7089","k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces"
"OTU3219","k__Fungi; p__Ascomycota"
"OTU5699","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Magnaporthales; f__Magnaporthaceae"
"OTU3218","k__Fungi"
"OTU5697","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_persicinum_SH207979.07FU"
"OTU5696","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"OTU5695","k__Fungi"
"OTU5694","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU5693","k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Ostropales; f__Stictidaceae; g__Cryptodiscus; s__Cryptodiscus_rhopaloides_SH012538.07FU"
"OTU5692","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__unidentified; f__unidentified; g__unidentified; s__Orbiliomycetes_sp_SH192297.07FU"
"OTU5691","k__Fungi"
"OTU5690","k__Fungi"
"OTU3211","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae"
"OTU4930","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Myrothecium; s__Myrothecium_roridum_SH175276.07FU"
"OTU65","k__Fungi"
"OTU5030","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales"
"OTU4933","k__Fungi"
"OTU64","k__Fungi"
"OTU3212","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH476901.07FU"
"OTU4935","k__Fungi"
"OTU3214","k__Fungi"
"OTU69","k__Fungi"
"OTU3217","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Umbelopsidaceae; g__Umbelopsis"
"OTU68","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__Agaricomycetes_sp_SH461102.07FU"
"OTU3216","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU5816","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH000307.07FU"
"OTU6414","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__Chaetothyriales_sp_SH021609.07FU"
"OTU6415","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified"
"OTU6416","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__Chaetothyriales_sp_SH021609.07FU"
"OTU6417","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_SH204047.07FU"
"OTU7839","k__Fungi; p__Ascomycota"
"OTU7838","k__Fungi"
"OTU6412","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH180409.07FU"
"OTU6413","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae_sedis; g__Pyrenochaeta; s__Pyrenochaeta_sp_SH217882.07FU"
"OTU7835","k__Fungi"
"OTU7834","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH183333.07FU"
"OTU8128","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Dioszegia; s__Dioszegia_fristingensis_SH209710.07FU"
"OTU8129","k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces"
"OTU6418","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces; s__Talaromyces_luteus_SH208846.07FU"
"OTU6419","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae_sedis"
"OTU7833","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Myxotrichaceae; g__Byssoascus; s__Byssoascus_striatisporus_SH029376.07FU"
"OTU7832","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae"
"OTU3830","k__Fungi; p__Ascomycota"
"OTU4128","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinaceae; g__unidentified; s__Sebacinaceae_sp_SH009497.07FU"
"OTU4129","k__Fungi"
"OTU4126","k__Fungi; p__Ascomycota"
"OTU4127","k__Fungi"
"OTU4124","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__Agaricales_sp_SH187725.07FU"
"OTU4125","k__Fungi"
"OTU4122","k__Fungi"
"OTU4123","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__unidentified; g__unidentified; s__Trechisporales_sp_SH202429.07FU"
"OTU4120","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Hymenochaetaceae; g__Xanthoporia; s__Xanthoporia_radiata_SH223191.07FU"
"OTU4121","k__Fungi"
"OTU6463","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae"
"OTU7169","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__unidentified; s__Lasiosphaeriaceae_sp_SH201184.07FU"
"OTU7168","k__Fungi; p__Ascomycota"
"OTU7163","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Devriesia; s__Devriesia_fraseriae_SH188189.07FU"
"OTU2402","k__Fungi"
"OTU2401","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH015981.07FU"
"OTU2400","k__Fungi"
"OTU2407","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stephanosporaceae"
"OTU2406","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"OTU2405","k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycota_sp_SH465883.07FU"
"OTU7164","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__unidentified; g__unidentified"
"OTU5998","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae"
"OTU5999","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae"
"OTU2079","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH458120.07FU"
"OTU5990","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU5991","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified; s__Hypocreales_sp_SH458386.07FU"
"OTU5992","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Scutellinia; s__Scutellinia_scutellata_SH215678.07FU"
"OTU5993","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Trichosporonales; f__Trichosporonaceae; g__Trichosporon"
"OTU5994","k__Fungi"
"OTU5995","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH468067.07FU"
"OTU5996","k__Fungi"
"OTU5997","k__Fungi; p__Ascomycota; c__Eurotiomycetes"
"OTU228","k__Fungi"
"OTU229","k__Fungi"
"OTU738","k__Fungi"
"OTU739","k__Fungi"
"OTU1697","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__Tremellomycetes_sp_SH006388.07FU"
"OTU1696","k__Fungi"
"OTU1695","k__Fungi"
"OTU1694","k__Fungi"
"OTU220","k__Fungi"
"OTU221","k__Fungi"
"OTU1699","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_exigua_SH214063.07FU"
"OTU223","k__Fungi"
"OTU736","k__Fungi"
"OTU737","k__Fungi"
"OTU734","k__Fungi"
"OTU227","k__Fungi"
"OTU7220","k__Fungi; p__Ascomycota"
"OTU7221","k__Fungi; p__Ascomycota"
"OTU7222","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Davidiellaceae; g__Cladosporium; s__Cladosporium_halotolerans_SH127902.07FU"
"OTU7223","k__Fungi; p__Ascomycota; c__Eurotiomycetes"
"OTU7224","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"OTU7225","k__Fungi"
"OTU7226","k__Fungi; p__Ascomycota"
"OTU7227","k__Fungi"
"OTU7228","k__Fungi; p__Ascomycota"
"OTU7229","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH198656.07FU"
"OTU2070","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU2071","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH196419.07FU"
"OTU4425","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__Cortinarius_anomalus_SH196666.07FU"
"OTU2076","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__unidentified; s__Claroideoglomeraceae_sp_SH206039.07FU"
"OTU169","k__Fungi"
"OTU7597","k__Fungi"
"OTU7594","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Clathrosphaerina; s__Clathrosphaerina_zalewskii_SH013879.07FU"
"OTU2075","k__Fungi"
"OTU7598","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Euteratosphaeria; s__Euteratosphaeria_verrucosiafricana_SH214162.07FU"
"OTU7599","k__Fungi; p__Ascomycota"
"OTU2072","k__Fungi"
"OTU2073","k__Fungi"
"OTU7590","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae"
"OTU7591","k__Fungi; p__Ascomycota"
"OTU7596","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified"
"OTU2077","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae"
"OTU2074","k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycota_sp_SH472477.07FU"
"OTU7595","k__Fungi; p__Ascomycota; c__Dothideomycetes"
"OTU6179","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"OTU6178","k__Fungi; p__Ascomycota"
"OTU6177","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__unidentified; g__unidentified"
"OTU6176","k__Fungi; p__Ascomycota; c__Geoglossomycetes; o__Geoglossales; f__Geoglossaceae; g__Geoglossum; s__Geoglossum_fallax_SH201088.07FU"
"OTU6175","k__Fungi; p__Ascomycota; c__Eurotiomycetes"
"OTU6174","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Xylaria; s__Xylaria_sp_SH193059.07FU"
"OTU6173","k__Fungi; p__Ascomycota; c__Eurotiomycetes"
"OTU6172","k__Fungi; p__Ascomycota; c__Geoglossomycetes; o__Geoglossales; f__Geoglossaceae; g__unidentified; s__Geoglossaceae_sp_SH017961.07FU"
"OTU6171","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Scutellinia; s__Scutellinia_scutellata_SH215678.07FU"
"OTU6170","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales"
"OTU4341","k__Fungi; p__Ascomycota"
"OTU212","k__Fungi"
"OTU1338","k__Fungi"
"OTU1339","k__Fungi"
"OTU1330","k__Fungi"
"OTU1331","k__Fungi"
"OTU1332","k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Exobasidiomycetes_sp_SH201124.07FU"
"OTU1333","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales"
"OTU1334","k__Fungi"
"OTU1335","k__Fungi"
"OTU1336","k__Fungi"
"OTU1337","k__Fungi"
"OTU2670","k__Fungi"
"OTU2671","k__Fungi"
"OTU2672","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales"
"OTU2673","k__Fungi"
"OTU2674","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__Claroideoglomus_sp_SH021559.07FU"
"OTU2675","k__Fungi"
"OTU2676","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae"
"OTU2677","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Paraglomerales"
"OTU2678","k__Fungi"
"OTU2679","k__Fungi"
"OTU4732","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Morchellaceae; g__Verpa; s__Verpa_conica_SH177112.07FU"
"OTU5294","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Stachybotrys; s__Stachybotrys_eucylindrospora_SH209072.07FU"
"OTU3677","k__Fungi"
"OTU3676","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae"
"OTU3675","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__Agaricomycetes_sp_SH467304.07FU"
"OTU3674","k__Fungi"
"OTU3673","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales"
"OTU3672","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH476936.07FU"
"OTU3671","k__Fungi"
"OTU3670","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__unidentified; s__Clavariaceae_sp_SH214390.07FU"
"OTU3679","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__Agaricales_sp_SH176908.07FU"
"OTU3678","k__Fungi"
"OTU4737","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Rozellomycota_sp_SH205491.07FU"
"OTU6951","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae"
"OTU6950","k__Fungi; p__Ascomycota"
"OTU6953","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Podospora; s__Podospora_sp_SH018044.07FU"
"OTU6952","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Podospora; s__Podospora_sp_SH025735.07FU"
"OTU6955","k__Fungi; p__Ascomycota"
"OTU6954","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae"
"OTU6957","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"OTU6956","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Verrucariales; f__Verrucariaceae"
"OTU6959","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Amphisphaeriaceae; g__Adisciso"
"OTU6958","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__unidentified; g__unidentified; s__Onygenales_sp_SH218000.07FU"
"OTU501","Unassignable"
"OTU500","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU503","k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU502","k__Fungi"
"OTU505","k__Fungi"
"OTU504","k__Fungi"
"OTU507","k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH032763.07FU"
"OTU506","Unassignable"
"OTU509","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH480184.07FU"
"OTU508","k__Fungi"
"OTU4926","k__Fungi"
"OTU3207","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__unidentified; s__Thelephoraceae_sp_SH217408.07FU"
"OTU4924","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae"
"OTU4925","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__Agaricales_sp_SH201242.07FU"
"OTU3202","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae; g__unidentified; s__Archaeosporaceae_sp_SH028013.07FU"
"OTU4923","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales"
"OTU3200","k__Fungi"
"OTU3201","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales"
"OTU3208","k__Fungi"
"OTU3209","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__Tomentella_sp_SH177835.07FU"
"OTU5469","k__Fungi"
"OTU5393","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__Herpotrichiellaceae_sp_SH204950.07FU"
"OTU5459","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Hypomyces; s__Hypomyces_perniciosus_SH195954.07FU"
"OTU5458","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales"
"OTU5329","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"OTU5328","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"OTU5455","k__Fungi"
"OTU5454","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__unidentified; f__unidentified; g__unidentified"
"OTU5457","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Beauveria; s__Beauveria_sp_SH470076.07FU"
"OTU5324","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__unidentified; f__unidentified; g__unidentified; s__Pezizomycetes_sp_SH194385.07FU"
"OTU5323","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__Herpotrichiellaceae_sp_SH194030.07FU"
"OTU5450","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"OTU5453","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_persicinum_SH207979.07FU"
"OTU5320","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Tremella; s__Tremella_sp_SH025367.07FU"
"OTU1529","k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Urocystidales; f__Urocystidaceae; g__Urocystis; s__Urocystis_eranthidis_SH185757.07FU"
"OTU1528","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__Agaricomycetes_sp_SH463958.07FU"
"OTU1525","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Coniophoraceae; g__Coniophora; s__Coniophora_puteana_SH213116.07FU"
"OTU1524","k__Fungi"
"OTU1527","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__Agaricomycetes_sp_SH463958.07FU"
"OTU1526","k__Fungi"
"OTU1521","Unassignable"
"OTU1520","k__Fungi"
"OTU1523","k__Fungi"
"OTU1522","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__unidentified; g__unidentified; s__Mortierellales_sp_SH008508.07FU"
"OTU7789","k__Fungi; p__Ascomycota; c__Incertae_sedis; o__Incertae_sedis; f__Pseudeurotiaceae; g__Pseudeurotium"
"OTU7788","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Vibrisseaceae; g__Phialocephala; s__Phialocephala_sp_SH218122.07FU"
"OTU7787","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH174373.07FU"
"OTU7786","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"OTU7785","k__Fungi"
"OTU7784","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Vibrisseaceae"
"OTU7783","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH174882.07FU"
"OTU7782","k__Fungi; p__Ascomycota"
"OTU7781","k__Fungi"
"OTU7780","k__Fungi; p__Ascomycota; c__Incertae_sedis; o__Incertae_sedis; f__Incertae_sedis; g__Variocladium; s__Variocladium_giganteum_SH030226.07FU"
"OTU4821","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis"
"OTU6784","k__Fungi; p__Ascomycota; c__Dothideomycetes"
"OTU6785","k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; f__Ramalinaceae; g__Bacidina; s__Bacidina_sulphurella_SH213709.07FU"
"OTU6786","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae_sedis; g__Anguillospora; s__Anguillospora_longissima_SH203656.07FU"
"OTU6787","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_SH182990.07FU"
"OTU6780","k__Fungi"
"OTU6781","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Corynesporascaceae; g__Corynespora; s__Corynespora_sp_SH180772.07FU"
"OTU6782","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Ascobolaceae"
"OTU6783","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Ascobolaceae; g__Ascobolus; s__Ascobolus_sp_SH206962.07FU"
"OTU2209","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU6788","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_SH210933.07FU"
"OTU6789","k__Fungi"
"OTU7328","k__Fungi; p__Ascomycota"
"OTU2205","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_gamsii_SH180111.07FU"
"OTU4328","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__unidentified; s__Tricholomataceae_sp_SH180317.07FU"
"OTU4329","k__Fungi; p__Basidiomycota"
"OTU4498","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Conocybe; s__Conocybe_dumetorum_SH007977.07FU"
